Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,Neighborhood,Condition1,Condition2,GrLivArea,TotalBsmtSF,GarageArea,OverallQual,OverallCond,YearBuilt,CentralAir,Fireplaces,PoolArea,YrSold,MoSold,SaleCondition,SalePrice,UnitPrice,NeighborhoodAvgUnitPrice
521,190,RL,60.0,10800,Pave,Grvl,OldTown,Norm,Norm,1294,0,0,4,7,1900,0,0,0,2008,8,Normal,106250,82.1097372488408,91.42728199677266
522,20,RL,90.0,11988,Pave,NA,NAmes,Feedr,Norm,1244,1244,336,6,6,1957,1,2,0,2007,5,Normal,150000,120.57877813504822,116.08938532777013
523,50,RM,50.0,5000,Pave,NA,BrkSide,Feedr,Norm,1664,1004,420,6,7,1947,1,2,0,2006,10,Normal,159000,95.55288461538461,105.96680854866048
524,60,RL,130.0,40094,Pave,NA,Edwards,PosN,PosN,4676,3138,884,10,5,2007,1,1,0,2007,10,Partial,184750,39.51026518391788,101.83295816841985
525,60,RL,95.0,11787,Pave,NA,NoRidge,Norm,Norm,2398,1379,834,7,5,1996,1,1,0,2007,8,Normal,315750,131.6722268557131,132.27168705070494
526,20,FV,62.0,7500,Pave,Pave,Somerst,Norm,Norm,1266,1257,453,7,5,2005,1,1,0,2006,4,Normal,176000,139.02053712480253,141.3359664248121
527,20,RL,70.0,13300,Pave,NA,NAmes,Norm,Norm,928,928,252,5,7,1956,1,0,0,2007,6,Normal,132000,142.24137931034483,116.08938532777013
528,60,RL,67.0,14948,Pave,NA,NridgHt,Norm,Norm,2713,1452,858,9,5,2008,1,1,0,2008,11,Partial,446261,164.48986361960928,164.57805723210188
529,30,RL,58.0,9098,Pave,NA,Edwards,Norm,Norm,605,528,0,4,7,1920,1,0,0,2007,7,Normal,86000,142.1487603305785,101.83295816841985
530,20,RL,69.0,32668,Pave,NA,Crawfor,Norm,Norm,2515,2035,484,6,3,1957,1,2,0,2007,3,Alloca,200624,79.77097415506958,120.25482638137272
531,80,RL,85.0,10200,Pave,NA,Timber,Norm,Norm,1509,1461,600,6,5,1988,1,1,0,2008,8,Abnorml,175000,115.97084161696488,139.76648322039009
532,70,RM,60.0,6155,Pave,NA,BrkSide,RRNn,Feedr,1362,611,502,6,8,1920,1,0,0,2008,6,Normal,128000,93.97944199706315,105.96680854866048
533,20,RL,60.0,7200,Pave,NA,NAmes,Norm,Norm,827,0,392,5,7,1955,1,1,0,2010,4,Normal,107500,129.98790810157195,116.08938532777013
534,20,RL,50.0,5000,Pave,NA,BrkSide,Norm,Norm,334,0,0,1,3,1946,0,0,0,2007,1,Normal,39300,117.66467065868264,105.96680854866048
535,60,RL,74.0,9056,Pave,NA,Gilbert,Norm,Norm,1414,707,403,8,5,2004,1,1,0,2006,10,Normal,178000,125.88401697312588,119.11493125681703
536,190,RL,70.0,7000,Pave,NA,Edwards,Norm,Norm,1347,1117,0,5,7,1910,1,0,0,2008,1,Normal,107500,79.80697847067557,101.83295816841985
537,60,RL,57.0,8924,Pave,NA,CollgCr,Norm,Norm,1724,880,527,7,5,1998,1,0,0,2008,7,Normal,188000,109.04872389791183,136.78367951579068
538,20,RL,69.0,12735,Pave,NA,NAmes,Norm,Norm,864,864,576,4,5,1972,1,0,0,2008,4,Normal,111250,128.76157407407408,116.08938532777013
539,20,RL,69.0,11553,Pave,NA,Sawyer,Norm,Norm,1159,1051,336,5,5,1968,1,1,0,2006,7,Normal,158000,136.3244176013805,117.85616299660873
540,20,RL,69.0,11423,Pave,NA,CollgCr,Norm,Norm,1601,1581,670,8,5,2001,1,1,0,2010,5,Normal,272000,169.89381636477202,136.78367951579068
541,20,RL,85.0,14601,Pave,NA,Timber,Norm,Norm,1838,1838,765,9,5,2006,1,1,0,2009,3,Normal,315000,171.38193688792165,139.76648322039009
542,60,RL,69.0,11000,Pave,NA,NoRidge,Norm,Norm,2285,969,648,8,5,2000,1,1,0,2007,6,Normal,248000,108.53391684901531,132.27168705070494
543,20,RL,78.0,10140,Pave,NA,NWAmes,RRAn,Norm,1680,1650,583,7,5,1998,1,1,0,2009,6,Normal,213250,126.93452380952381,111.84834925438751
544,120,RH,34.0,4058,Pave,NA,NAmes,Norm,Norm,767,723,367,7,5,1998,1,0,0,2007,6,Normal,133000,173.40286831812256,116.08938532777013
545,60,RL,58.0,17104,Pave,NA,Gilbert,Norm,Norm,1496,654,426,7,5,2006,1,1,0,2006,9,Partial,179665,120.09692513368984,119.11493125681703
546,50,RL,69.0,13837,Pave,NA,NWAmes,Norm,Norm,2183,1204,786,7,5,1988,1,0,0,2006,2,Normal,229000,104.90151168117269,111.84834925438751
547,50,RL,70.0,8737,Pave,NA,BrkSide,Norm,Norm,1635,1065,440,6,7,1923,1,1,0,2007,5,Normal,210000,128.44036697247705,105.96680854866048
548,85,RL,54.0,7244,Pave,NA,Mitchel,Norm,Norm,768,768,624,5,7,1970,1,0,0,2007,4,Normal,129500,168.61979166666666,126.01744863615829
549,20,RM,49.0,8235,Pave,NA,OldTown,Feedr,RRNn,825,825,720,5,7,1955,1,0,0,2008,6,Normal,125000,151.5151515151515,91.42728199677266
550,60,FV,75.0,9375,Pave,NA,Somerst,Norm,Norm,2094,912,615,7,5,2003,1,1,0,2009,11,Normal,263000,125.59694364851958,141.3359664248121
551,120,RL,53.0,4043,Pave,NA,NPkVill,Norm,Norm,1069,1069,440,6,6,1977,1,0,0,2008,10,Abnorml,140000,130.96351730589336,116.72689144012816
552,20,RM,50.0,6000,Pave,NA,OldTown,Norm,Norm,928,928,288,5,6,1957,1,0,0,2008,6,Normal,112500,121.22844827586206,91.42728199677266
553,20,RL,87.0,11146,Pave,NA,NridgHt,Norm,Norm,1717,1709,908,8,5,2006,1,1,0,2009,7,Normal,255500,148.80605707629587,164.57805723210188
554,20,RL,67.0,8777,Pave,NA,Edwards,Feedr,Norm,1126,0,520,4,5,1949,1,0,0,2009,5,Normal,108000,95.91474245115452,101.83295816841985
555,60,RL,85.0,10625,Pave,NA,NridgHt,Norm,Norm,2046,998,871,7,5,2003,1,1,0,2008,8,Normal,284000,138.80742913000978,164.57805723210188
556,45,RM,58.0,6380,Pave,NA,BrkSide,Norm,Norm,1048,993,280,5,6,1922,1,1,0,2006,8,Normal,113000,107.82442748091603,105.96680854866048
557,20,RL,69.0,14850,Pave,NA,NAmes,Norm,Norm,1092,1092,299,5,5,1957,1,1,0,2006,5,Normal,141000,129.12087912087912,116.08938532777013
558,50,C (all),60.0,11040,Pave,NA,IDOTRR,Norm,Norm,1336,637,570,4,6,1920,1,0,0,2006,9,Normal,108000,80.83832335329342,89.1360425104863
559,60,RL,57.0,21872,Pave,NA,Gilbert,Norm,Norm,1446,729,406,7,5,1996,1,1,0,2008,8,Normal,175000,121.02351313969571,119.11493125681703
560,120,RL,69.0,3196,Pave,NA,Blmngtn,Norm,Norm,1557,1374,420,7,5,2003,1,1,0,2006,10,Normal,234000,150.28901734104045,136.56697363609894
561,20,RL,69.0,11341,Pave,NA,Sawyer,Norm,Norm,1392,1392,528,5,6,1957,1,1,0,2010,5,Normal,121500,87.28448275862068,117.85616299660873
562,20,RL,77.0,10010,Pave,NA,Mitchel,Norm,Norm,1389,1389,418,5,5,1974,1,1,0,2006,4,Normal,170000,122.39020878329734,126.01744863615829
563,30,RL,63.0,13907,Pave,NA,Edwards,Norm,Norm,996,996,0,5,6,1940,1,1,0,2008,7,Normal,108000,108.43373493975903,101.83295816841985
564,50,RL,66.0,21780,Pave,NA,Edwards,Norm,Norm,1674,1163,396,6,7,1918,1,1,0,2008,7,Normal,185000,110.51373954599761,101.83295816841985
565,60,RL,69.0,13346,Pave,NA,NoRidge,Norm,Norm,2295,1095,590,7,5,1992,1,1,0,2006,7,Normal,268000,116.7755991285403,132.27168705070494
566,70,RL,66.0,6858,Pave,NA,SWISU,Norm,Norm,1647,806,216,6,4,1915,0,0,0,2010,5,Normal,128000,77.7170613236187,84.75523335164974
567,60,RL,77.0,11198,Pave,NA,StoneBr,Norm,Norm,2504,1122,656,9,5,2005,1,1,0,2008,6,Normal,325000,129.79233226837061,165.40227532235397
568,20,RL,70.0,10171,Pave,NA,NridgHt,Norm,Norm,1535,1517,532,7,5,2004,1,0,0,2010,3,Normal,214000,139.41368078175896,164.57805723210188
569,50,RL,79.0,12327,Pave,NA,SawyerW,Norm,Norm,2132,1496,612,8,8,1983,1,1,0,2009,9,Normal,316600,148.49906191369607,119.70442421965492
570,90,RL,69.0,7032,Pave,NA,NAmes,Norm,Norm,943,943,600,5,5,1979,1,2,0,2006,12,Normal,135960,144.17815482502652,116.08938532777013
571,90,RL,74.0,13101,Pave,NA,NAmes,Norm,Norm,1728,1728,576,5,5,1965,1,0,0,2008,11,Normal,142600,82.52314814814815,116.08938532777013
572,20,RL,60.0,7332,Pave,NA,NAmes,Norm,Norm,864,864,288,6,6,1959,1,0,0,2006,10,Abnorml,120000,138.88888888888889,116.08938532777013
573,60,RL,83.0,13159,Pave,NA,Timber,Norm,Norm,1692,846,650,7,5,2009,1,0,0,2009,7,Partial,224500,132.68321513002365,139.76648322039009
574,80,RL,76.0,9967,Pave,NA,Gilbert,Norm,Norm,1430,384,400,7,5,2000,1,1,0,2007,12,Normal,170000,118.88111888111888,119.11493125681703
575,80,RL,70.0,10500,Pave,NA,NAmes,Norm,Norm,1109,372,288,5,7,1971,1,0,0,2007,12,Normal,139000,125.33814247069432,116.08938532777013
576,50,RL,80.0,8480,Pave,NA,NAmes,Norm,Norm,1216,832,336,5,5,1947,1,0,0,2008,10,Abnorml,118500,97.45065789473684,116.08938532777013
577,50,RL,52.0,6292,Pave,NA,SWISU,Norm,Norm,1477,861,216,7,7,1928,1,1,0,2009,8,Normal,145000,98.1719702098849,84.75523335164974
578,80,RL,96.0,11777,Pave,NA,Sawyer,Norm,Norm,1320,1164,564,5,6,1966,1,2,0,2006,5,Abnorml,164500,124.62121212121212,117.85616299660873
579,160,FV,34.0,3604,Pave,Pave,Somerst,Norm,Norm,1392,689,540,7,5,2007,1,0,0,2008,2,Abnorml,146000,104.88505747126437,141.3359664248121
580,50,RM,81.0,12150,Pave,Grvl,OldTown,Norm,Norm,1795,1050,352,5,5,1954,0,0,0,2008,11,Normal,131500,73.25905292479109,91.42728199677266
581,20,RL,69.0,14585,Pave,NA,NAmes,Norm,Norm,1429,1144,572,6,6,1960,1,2,0,2007,6,Normal,181900,127.29181245626312,116.08938532777013
582,20,RL,98.0,12704,Pave,NA,NridgHt,Norm,Norm,2042,2042,1390,8,5,2008,1,1,0,2009,8,Partial,253293,124.04162585700294,164.57805723210188
583,90,RL,81.0,11841,Grvl,NA,Edwards,Norm,Norm,816,816,0,6,5,1990,1,0,0,2007,5,Normal,118500,145.22058823529412,101.83295816841985
584,75,RM,75.0,13500,Pave,NA,OldTown,Artery,PosA,2775,1237,880,10,9,1893,1,1,0,2008,7,Normal,325000,117.11711711711712,91.42728199677266
585,50,RM,51.0,6120,Pave,NA,BrkSide,Norm,Norm,1573,884,240,4,7,1935,1,0,0,2009,7,Normal,133000,84.5518118245391,105.96680854866048
586,20,RL,88.0,11443,Pave,NA,Timber,Norm,Norm,2028,1868,880,8,5,2005,1,2,0,2006,3,Partial,369900,182.39644970414201,139.76648322039009
587,30,RL,55.0,10267,Pave,NA,BrkSide,RRAn,Norm,838,816,275,6,7,1918,1,0,0,2008,5,Normal,130000,155.13126491646779,105.96680854866048
588,85,RL,74.0,8740,Pave,NA,Sawyer,Norm,Norm,860,840,528,5,6,1982,1,0,0,2009,7,Normal,137000,159.30232558139534,117.85616299660873
589,20,RL,65.0,25095,Pave,NA,ClearCr,Norm,Norm,1473,1437,452,5,8,1968,1,2,0,2009,6,Partial,143000,97.08078750848608,124.24298891029504
590,40,RM,50.0,9100,Pave,NA,BrkSide,RRAn,Feedr,935,742,308,5,6,1930,1,0,0,2008,8,Normal,79500,85.02673796791444,105.96680854866048
591,60,RL,64.0,8320,Pave,NA,CollgCr,Norm,Norm,1582,770,520,7,5,2004,1,0,0,2008,9,Normal,185900,117.5094816687737,136.78367951579068
592,60,RL,97.0,13478,Pave,NA,NridgHt,Norm,Norm,2296,1722,842,10,5,2008,1,1,0,2009,6,Normal,451950,196.84233449477352,164.57805723210188
593,20,RL,60.0,6600,Pave,NA,Mitchel,Norm,Norm,816,816,816,5,8,1982,1,0,0,2008,6,Normal,138000,169.11764705882354,126.01744863615829
594,120,RM,69.0,4435,Pave,NA,CollgCr,Norm,Norm,848,848,420,6,5,2003,1,0,0,2009,5,Normal,140000,165.0943396226415,136.78367951579068
595,20,RL,88.0,7990,Pave,NA,CollgCr,Norm,Norm,924,924,280,5,6,1975,1,0,0,2008,4,Normal,110000,119.04761904761905,136.78367951579068
596,20,RL,69.0,11302,Pave,NA,StoneBr,Norm,Norm,1826,1814,758,8,5,2005,1,1,0,2006,8,Partial,319000,174.6987951807229,165.40227532235397
597,70,RM,60.0,3600,Pave,Grvl,OldTown,Norm,Norm,1368,684,216,6,7,1910,0,0,0,2006,10,Normal,114504,83.70175438596492,91.42728199677266
598,120,RL,53.0,3922,Pave,NA,Blmngtn,Norm,Norm,1402,1258,648,7,5,2006,1,1,0,2007,2,Partial,194201,138.51711840228245,136.56697363609894
599,20,RL,80.0,12984,Pave,NA,Crawfor,Norm,Norm,1647,1430,621,5,6,1977,1,1,0,2006,3,Normal,217500,132.05828779599273,120.25482638137272
600,160,RM,24.0,1950,Pave,NA,Blueste,Norm,Norm,1556,716,452,6,6,1980,1,1,0,2008,7,Normal,151000,97.04370179948586,98.96936920731005
601,60,RL,74.0,10927,Pave,NA,NridgHt,Norm,Norm,1904,1058,736,8,5,2005,1,1,0,2006,6,Normal,275000,144.4327731092437,164.57805723210188
602,50,RM,50.0,9000,Pave,NA,IDOTRR,Norm,Norm,1375,780,544,6,6,1937,1,1,0,2007,12,Normal,141000,102.54545454545455,89.1360425104863
603,60,RL,80.0,10041,Pave,NA,SawyerW,Norm,Norm,1915,908,506,8,5,1992,1,1,0,2006,2,Abnorml,220000,114.88250652741515,119.70442421965492
604,160,FV,30.0,3182,Pave,Pave,Somerst,Norm,Norm,1200,600,480,7,5,2004,1,0,0,2010,6,Normal,151000,125.83333333333333,141.3359664248121
605,20,RL,88.0,12803,Pave,NA,CollgCr,Norm,Norm,1494,1494,530,7,5,2002,1,1,0,2008,9,Normal,221000,147.92503346720216,136.78367951579068
606,60,RL,85.0,13600,Pave,NA,NAmes,Norm,Norm,1986,768,486,7,6,1965,1,3,0,2009,10,Normal,205000,103.22255790533737,116.08938532777013
607,20,RL,82.0,12464,Pave,NA,CollgCr,Norm,Norm,1040,1040,576,5,5,1996,1,0,0,2009,11,Normal,152000,146.15384615384616,136.78367951579068
608,20,RL,78.0,7800,Pave,NA,Edwards,Norm,Norm,2008,896,230,5,8,1948,1,0,0,2006,8,Normal,225000,112.05179282868527,101.83295816841985
609,70,RL,78.0,12168,Pave,NA,Crawfor,Norm,Norm,3194,965,380,8,6,1934,1,2,0,2007,9,Alloca,359100,112.42955541640576,120.25482638137272
610,20,RL,61.0,7943,Pave,NA,Sawyer,Feedr,Norm,1029,1029,261,4,5,1961,1,0,0,2007,4,Normal,118500,115.1603498542274,117.85616299660873
611,60,RL,69.0,11050,Pave,NA,CollgCr,PosN,Norm,2153,1440,736,9,5,2000,1,2,0,2009,5,Normal,313000,145.37854156990247,136.78367951579068
612,80,RL,69.0,10395,Pave,NA,NWAmes,Norm,Norm,1032,1032,564,6,6,1978,1,1,0,2007,7,Normal,148000,143.4108527131783,111.84834925438751
613,60,RL,69.0,11885,Pave,NA,CollgCr,Norm,Norm,1872,1299,531,8,5,2001,1,1,0,2009,11,Normal,261500,139.69017094017093,136.78367951579068
614,20,RL,70.0,8402,Pave,NA,Mitchel,Feedr,Norm,1120,1120,0,5,5,2007,1,0,0,2007,12,Partial,147000,131.25,126.01744863615829
615,180,RM,21.0,1491,Pave,NA,MeadowV,Norm,Norm,630,630,0,4,6,1972,1,0,0,2010,5,Normal,75500,119.84126984126983,101.92620057171746
616,85,RL,80.0,8800,Pave,NA,NAmes,Feedr,Norm,1054,936,480,6,7,1963,1,0,0,2010,5,Abnorml,137500,130.45540796963948,116.08938532777013
617,60,RL,69.0,7861,Pave,NA,Gilbert,Norm,Norm,1509,783,393,6,5,2002,1,1,0,2006,6,Normal,183200,121.4049039098741,119.11493125681703
618,45,RL,59.0,7227,Pave,NA,NAmes,Artery,Norm,832,832,528,6,6,1954,1,0,0,2008,6,Normal,105500,126.80288461538461,116.08938532777013
619,20,RL,90.0,11694,Pave,NA,NridgHt,Norm,Norm,1828,1822,774,9,5,2007,1,1,0,2007,7,Partial,314813,172.2171772428884,164.57805723210188
620,60,RL,85.0,12244,Pave,NA,Timber,Norm,Norm,2262,1482,749,8,5,2003,1,2,0,2008,8,Normal,305000,134.83642793987622,139.76648322039009
621,30,RL,45.0,8248,Pave,Grvl,Edwards,Norm,Norm,864,864,0,3,3,1914,0,0,0,2008,9,Normal,67000,77.54629629629629,101.83295816841985
622,60,RL,90.0,10800,Pave,NA,NWAmes,Norm,Norm,2614,1522,624,6,7,1974,1,1,0,2008,6,Normal,240000,91.8133129303749,111.84834925438751
623,20,RL,71.0,7064,Pave,NA,Sawyer,Norm,Norm,980,980,484,5,6,1977,1,0,0,2009,7,Normal,135000,137.75510204081633,117.85616299660873
624,160,FV,69.0,2117,Pave,NA,Somerst,Norm,Norm,1512,756,440,6,5,2000,1,1,0,2007,6,Normal,168500,111.44179894179894,141.3359664248121
625,60,RL,80.0,10400,Pave,NA,NWAmes,Norm,Norm,1790,732,484,6,5,1972,1,1,0,2006,11,Normal,165150,92.26256983240224,111.84834925438751
626,20,RL,87.0,10000,Pave,NA,NAmes,Norm,Norm,1116,1116,440,6,6,1962,1,0,0,2010,2,Normal,160000,143.36917562724014,116.08938532777013
627,20,RL,69.0,12342,Pave,NA,NAmes,Norm,Norm,1422,978,286,5,5,1960,1,1,0,2007,8,Normal,139900,98.38255977496483,116.08938532777013
628,80,RL,80.0,9600,Pave,NA,NAmes,Norm,Norm,1520,1156,364,6,6,1955,1,2,0,2010,3,Normal,153000,100.65789473684211,116.08938532777013
629,60,RL,70.0,11606,Pave,NA,NAmes,Norm,Norm,2080,1040,504,5,5,1969,1,2,0,2007,9,Family,135000,64.90384615384616,116.08938532777013
630,80,RL,82.0,9020,Pave,NA,NAmes,Feedr,Norm,1350,1248,520,6,5,1964,1,0,0,2008,6,Normal,168500,124.81481481481481,116.08938532777013
631,70,RM,50.0,9000,Pave,Grvl,OldTown,Artery,Norm,1750,636,240,5,6,1880,1,0,0,2006,6,Abnorml,124000,70.85714285714286,91.42728199677266
632,120,RL,34.0,4590,Pave,NA,NridgHt,Norm,Norm,1554,1554,627,8,5,2006,1,1,0,2007,8,Normal,209500,134.8133848133848,164.57805723210188
633,20,RL,85.0,11900,Pave,NA,NWAmes,Norm,Norm,1411,1386,544,7,5,1977,1,1,0,2009,4,Family,82500,58.46917080085046,111.84834925438751
634,20,RL,80.0,9250,Pave,NA,NAmes,Norm,Norm,1056,1056,260,5,7,1954,1,0,0,2007,7,Normal,139400,132.00757575757575,116.08938532777013
635,90,RL,64.0,6979,Pave,NA,OldTown,Norm,Norm,1056,1056,576,6,5,1980,1,0,0,2010,6,Normal,144000,136.36363636363637,91.42728199677266
636,190,RH,60.0,10896,Pave,Pave,SWISU,Feedr,Norm,3395,1440,0,6,7,1914,1,0,0,2007,3,Abnorml,200000,58.910162002945505,84.75523335164974
637,30,RM,51.0,6120,Pave,NA,BrkSide,Norm,Norm,800,264,0,2,3,1936,0,1,0,2009,1,Normal,60000,75.0,105.96680854866048
638,190,RM,50.0,6000,Pave,NA,OldTown,Norm,Norm,1387,811,256,5,4,1954,1,0,0,2009,11,Normal,93000,67.05118961788031,91.42728199677266
639,30,RL,67.0,8777,Pave,NA,Edwards,Feedr,Norm,796,796,0,5,7,1910,1,0,0,2008,5,Normal,85000,106.78391959798995,101.83295816841985
640,120,RL,53.0,3982,Pave,NA,Blmngtn,Norm,Norm,1567,1520,648,8,5,2006,1,1,0,2006,10,Partial,264561,168.832801531589,136.56697363609894
641,120,RL,62.0,12677,Pave,NA,NridgHt,Norm,Norm,1518,1518,588,8,5,2003,1,1,0,2008,4,Normal,274000,180.5006587615283,164.57805723210188
642,60,FV,69.0,7050,Pave,NA,Somerst,Norm,Norm,1929,1057,650,7,5,2001,1,1,0,2007,5,Normal,226000,117.15914981855884,141.3359664248121
643,80,RL,75.0,13860,Pave,NA,NAmes,Norm,Norm,2704,1952,538,8,7,1972,1,3,0,2009,7,Normal,345000,127.58875739644971,116.08938532777013
644,60,RL,80.0,10793,Pave,NA,NWAmes,RRAn,Norm,1620,780,462,5,5,1969,1,0,0,2007,4,Normal,152000,93.82716049382717,111.84834925438751
645,20,FV,85.0,9187,Pave,NA,Somerst,Norm,Norm,1766,1766,478,9,5,2009,1,1,0,2009,10,Partial,370878,210.0101925254813,141.3359664248121
646,20,RL,69.0,10530,Pave,NA,NAmes,Norm,Norm,981,981,576,6,5,1971,1,0,0,2007,3,Normal,143250,146.0244648318043,116.08938532777013
647,20,RL,60.0,7200,Pave,NA,NAmes,Norm,Norm,1048,0,420,5,5,1950,1,0,0,2008,7,Normal,98300,93.79770992366412,116.08938532777013
648,20,RL,85.0,10452,Pave,NA,Edwards,Norm,Norm,1094,1094,495,6,5,1953,1,2,0,2008,6,Normal,155000,141.6819012797075,101.83295816841985
649,60,RL,70.0,7700,Pave,NA,NAmes,PosN,Norm,1839,756,442,6,5,1966,1,1,0,2010,6,Normal,155000,84.28493746601414,116.08938532777013
650,180,RM,21.0,1936,Pave,NA,MeadowV,Norm,Norm,630,630,0,4,6,1970,1,0,0,2007,12,Normal,84500,134.12698412698413,101.92620057171746
651,60,FV,65.0,8125,Pave,NA,Somerst,Norm,Norm,1665,813,562,7,6,2007,1,0,0,2008,5,Normal,205950,123.69369369369369,141.3359664248121
652,70,RL,60.0,9084,Pave,NA,Edwards,Artery,Norm,1510,755,296,4,5,1940,1,1,0,2009,10,Normal,108000,71.52317880794702,101.83295816841985
653,60,RL,70.0,8750,Pave,NA,CollgCr,Norm,Norm,1716,880,512,7,5,1996,1,1,0,2009,7,Normal,191000,111.3053613053613,136.78367951579068
654,50,RM,60.0,10320,Pave,Grvl,IDOTRR,Norm,Norm,1469,756,216,6,7,1906,1,0,0,2008,6,Normal,135000,91.8992511912866,89.1360425104863
655,20,RL,91.0,10437,Pave,NA,NoRidge,Norm,Norm,2113,2109,839,8,6,1995,1,1,0,2008,8,Normal,350000,165.6412683388547,132.27168705070494
656,160,RM,21.0,1680,Pave,NA,BrDale,Norm,Norm,1092,525,264,6,5,1971,1,0,0,2010,3,Family,88000,80.58608058608058,91.95054338209854
657,20,RL,72.0,10007,Pave,NA,NAmes,Norm,Norm,1053,1053,312,5,7,1959,1,0,0,2008,8,Normal,145500,138.17663817663816,116.08938532777013
658,70,RL,60.0,7200,Pave,NA,Crawfor,Norm,Norm,1502,776,270,7,6,1931,1,1,0,2008,2,Normal,149000,99.20106524633822,120.25482638137272
659,50,RL,78.0,17503,Pave,NA,NAmes,Artery,Norm,1458,912,330,6,5,1948,1,1,0,2010,1,Abnorml,97500,66.8724279835391,116.08938532777013
660,20,RL,75.0,9937,Pave,NA,Edwards,Norm,Norm,1486,1486,480,5,7,1964,1,0,0,2009,3,Normal,167000,112.38223418573351,101.83295816841985
661,60,RL,69.0,12384,Pave,NA,NWAmes,Norm,Norm,1935,793,550,7,7,1976,1,1,0,2007,11,Normal,197900,102.27390180878552,111.84834925438751
662,60,RL,52.0,46589,Pave,NA,NoRidge,Norm,Norm,2448,1629,711,8,7,1994,1,1,0,2009,7,Normal,402000,164.2156862745098,132.27168705070494
663,20,RL,120.0,13560,Pave,NA,NAmes,Norm,Norm,1392,1392,576,6,3,1968,1,2,0,2009,7,Normal,110000,79.02298850574712,116.08938532777013
664,85,RL,90.0,10012,Pave,NA,Edwards,Norm,Norm,1181,1138,588,4,5,1972,1,0,0,2008,4,Normal,137500,116.42675698560542,101.83295816841985
665,20,RL,49.0,20896,Pave,NA,Somerst,RRAn,Norm,2097,2077,1134,8,5,2005,1,1,0,2006,1,Partial,423000,201.7167381974249,141.3359664248121
666,60,RL,106.0,11194,Pave,NA,Gilbert,Norm,Norm,1936,1406,504,8,5,2000,1,1,0,2006,11,Normal,230500,119.0599173553719,119.11493125681703
667,60,RL,69.0,18450,Pave,NA,NAmes,Norm,Norm,2380,1021,596,6,5,1965,1,1,0,2007,8,Abnorml,129000,54.20168067226891,116.08938532777013
668,20,RL,65.0,8125,Pave,NA,SawyerW,Norm,Norm,1679,1408,575,6,5,1994,1,1,0,2008,10,Normal,193500,115.2471709350804,119.70442421965492
669,20,RL,69.0,14175,Pave,NA,Sawyer,Norm,Norm,1437,1188,576,5,6,1956,1,1,0,2006,11,Normal,168000,116.91022964509395,117.85616299660873
670,30,RL,80.0,11600,Pave,NA,Crawfor,Norm,Norm,1180,700,252,4,5,1922,1,1,0,2006,7,Normal,137500,116.52542372881356,120.25482638137272
671,60,RL,64.0,8633,Pave,NA,CollgCr,Norm,Norm,1476,738,540,6,5,2005,1,0,0,2009,2,Normal,173500,117.54742547425474,136.78367951579068
672,70,RH,54.0,6629,Pave,NA,Edwards,Artery,Norm,1369,672,300,6,6,1925,0,0,0,2009,7,Normal,103600,75.67567567567568,101.83295816841985
673,20,RL,69.0,11250,Pave,NA,Veenker,Norm,Norm,1208,1208,546,6,6,1977,1,1,0,2006,6,Normal,165000,136.58940397350995,154.9809137507573
674,20,RL,110.0,14442,Pave,NA,Crawfor,Norm,Norm,1839,1477,416,6,7,1957,1,2,0,2007,6,Normal,257500,140.02175095160413,120.25482638137272
675,20,RL,80.0,9200,Pave,NA,NAmes,Norm,Norm,1136,1136,384,6,6,1965,1,1,0,2008,7,Normal,140000,123.2394366197183,116.08938532777013
676,160,RL,24.0,2289,Pave,NA,NPkVill,Norm,Norm,1441,855,440,6,6,1978,1,1,0,2009,4,Normal,148500,103.05343511450381,116.72689144012816
677,70,RM,60.0,9600,Pave,Grvl,OldTown,Norm,Norm,1774,1095,779,4,2,1900,0,0,0,2006,5,Normal,87000,49.041713641488165,91.42728199677266
678,30,RL,52.0,9022,Pave,NA,OldTown,Norm,Norm,792,768,240,5,8,1924,1,0,0,2009,5,Normal,109500,138.25757575757575,91.42728199677266
679,20,RL,80.0,11844,Pave,NA,StoneBr,Norm,Norm,2046,2046,834,8,5,2008,1,1,0,2009,7,Partial,372500,182.06256109481916,165.40227532235397
680,20,RL,69.0,9945,Pave,NA,Sawyer,Norm,Norm,988,988,572,5,5,1961,1,0,0,2007,10,Normal,128500,130.06072874493927,117.85616299660873
681,120,RL,50.0,8012,Pave,NA,SawyerW,Norm,Norm,923,923,264,6,5,1980,1,1,0,2010,5,Normal,143000,154.92957746478874,119.70442421965492
682,50,RH,55.0,4500,Pave,Pave,SWISU,Norm,Norm,1520,793,281,5,5,1932,1,0,0,2009,7,Abnorml,159434,104.89078947368421,84.75523335164974
683,120,RL,69.0,2887,Pave,NA,ClearCr,Norm,Norm,1291,1291,431,6,5,1996,1,1,0,2008,11,Normal,173000,134.00464756003097,124.24298891029504
684,20,RL,90.0,11248,Pave,NA,CollgCr,Norm,Norm,1668,1626,702,9,5,2002,1,1,0,2007,7,Normal,285000,170.86330935251797,136.78367951579068
685,60,RL,58.0,16770,Pave,NA,NoRidge,Norm,Norm,1839,1195,486,7,5,1998,1,0,0,2010,6,Normal,221000,120.17400761283307,132.27168705070494
686,160,RL,69.0,5062,Pave,NA,StoneBr,Norm,Norm,2090,1190,577,7,5,1984,1,1,0,2007,9,Normal,207500,99.2822966507177,165.40227532235397
